축제명,축제설명,f_요금,개최기간_시작,개최기간_종료,개최기간_총일수,개최장소_시도,개최장소_시군구,개최장소_읍면동,개최주기,최초개최연도,예산_합계,예산_국비,예산_지방비,예산_기타,방문객수_전체,방문객수_내국인,방문객수_외국인,방문객수_계측방법,f_관련 누리집,f_상세 URL,f_주최/주관기관,f_문의,addr1,mapx,mapy,first_image,dominant_macro,dominant_prob,topic_entropy,M1_자연계절,M2_역사문화,M3_먹거리특산물,M4_예술공연창작,M5_가족체험,M6_청년마켓,M7_과학레저
명량대첩축제,"명량대첩축제는 삼도수군통제사로 재임명된 이순신 장군의 조선수군과 전라도 어민이 1597년 9월 16일 울돌목에서 일본 수군을 물리친 세계사에서 유례없는 명량해전을 기념하는 호국 역사문화축제이다. 전라남도, 진도군, 해남군이 함께 2008년부터 17회째 개최하는 이번 축제는 ICT 융복합 기술을 활용한 멀티 미디어해전과, 퍼레이드, 지역공연 등 다양한 프로그램과 경관조명 등 볼거리로 관광객들의 이목을 끌 예정이다. 명량대첩축제는 삼도수군통제사로 재임명된 이순신 장군의 조선수군과 전라도 어민이 1597년 9월 16일 울돌목에서 일본 수군을 물리친 세계사에서 유례없는 명량해전을 기념하는 호국 역사문화축제이다. 전라남도, 진도군, 해남군이 함께 2008년부터 16회째 개최하는 이번 축제는 ICT 융복합 기술을 활용한 멀티 미디어해전과, 해군 군악의장대, 공군에어쇼, 지역공연 등 다양한 프로그램과 경관조명 등 볼거리로 관광객들의 이목을 끌 예정이다. 명량대첩축제는 삼도수군통제사로 재임명된 이순신 장군의 조선수군과 전라도 어민이 1597년 9월 16일 울돌목에서 일본 수군을 물리친 세계사에서 유례없는 명량해전을 기념하는 호국 역사문화축제이다. 전라남도, 진도군, 해남군이 함께 2008년부터 16회째 개최하는 이번 축제는 ICT 융복합 기술을 활용한 멀티 미디어해전과, 해군 군악의장대, 공군에어쇼, 지역공연 등 다양한 프로그램과 경관조명 등 볼거리로 관광객들의 이목을 끌 예정이다.",무료,2026-09-11,2026-09-13,3.0,전라남도,해남군,문내면,01. 매년,2008,700,0,700,0,150000,150000,모름,01. 계측,http://www.mldc.kr/web/,https://www.mcst.go.kr/site/s_culture/festival/festivalView.jsp?pSeq=11576&pRo=479&pCurrentPage=96&pOrder=01up&pPeriod=&fromDt=20200101&toDt=&pSido=&pSearchType=01&pSearchWord=,"전라남도, 해남군, 진도군",(재)명량대첩기념사업회 관리자 061-802-2192,전남 해남군 문내면 학동리 1467-10,126.307002947499,34.5726903446293,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1756254154571.jpg,M4_예술공연창작,0.2337890255781415,1.8431925627251704,0.1651191314987446,0.2288818767372797,0.1137494349382141,0.2337890255781415,0.0890619826368148,0.0528044574615281,0.1165940911492769
포항국제불빛축제,"‘불과 빛의 도시’ 포항에서는 해마다 대표적인 문화관광축제 포항국제불빛축제가 열린다. 포항국제불빛축제는 세계적인 철강 도시 포항을 상징하는 ‘빛’과 뜨거운 용광로를 상징하는 ‘불’의 이미지를 테마로 지난 2004년 포항시민의 날을 기념해 불꽃쇼를 개최한 것이 시작이다. 이후 국제규모 축제행사로 확대됐고 해외 유명한 불꽃팀들이 매년 참가하고 있다. 축제콘텐츠도 단순한 ‘불꽃’중심에서 탈피, 제작 공연과 불빛 퍼레이드 등 산업과 문화적 요소를 융합해 다채롭게 펼치는 화합의 축제이다.",무료,2026-11-01,2026-11-01,3.0,경상북도,포항시,두호동,01. 매년,2004,1895,55,1840,0,미집계,미집계,미집계,03. 미집계,https://festival.phcf.or.kr/fireWorks/intro.do,https://www.mcst.go.kr/site/s_culture/festival/festivalView.jsp?pSeq=12381&pRo=667&pCurrentPage=134&pOrder=01up&pPeriod=&fromDt=20200101&toDt=&pSido=&pSearchType=01&pSearchWord=,포항시,포항문화재단 관리자 054-289-7852~5,경상북도 포항시 북구 해안로 48 (항구동),129.377594275323,36.0530051077193,https://tong.visitkorea.or.kr/cms/resource/88/3484788_image2_1.jpg,M4_예술공연창작,0.2026792759924779,1.888417315385816,0.194402501498776,0.1598664788760928,0.1204043349997433,0.2026792759924779,0.0939116926992718,0.0677316193801538,0.161004096553484
호미곶한민족해맞이축전,"한반도에서 해가 가장 먼저 뜨는 호미곶에서 매년 12월 31일 오후부터 1월 새해 아침까지 2일간 개최하는 호미곶 한민족해맞이축전은 1999년 새해를 시작으로 매년 행사를 개최해 오고 있다. 한민족해맞이축전 행사는 다른 해맞이 행사와는 차별화된 이슈 행사와 다양한 프로그램 개최를 통해 호미곶을 대내·외에 널리 홍보하고 있으며, 이러한 노력으로 연간 200여만 명의 관광객이 호미곶 광장을 방문하여 약 200여억 원의 경제유발 효과가 발생하는 등 지역 경제 활성화에 크게 기여하고 있다.",무료,2026-12-31,2027-01-01,2.0,경상북도,포항시,호미곶면,01. 매년,1999,365,34,331,0,50000,50000,0,99. 무응답,https://festival.phcf.or.kr/homigot/subMain.do,https://www.mcst.go.kr/site/s_culture/festival/festivalView.jsp?pSeq=12074&pRo=979&pCurrentPage=196&pOrder=01up&pPeriod=&fromDt=20200101&toDt=&pSido=&pSearchType=01&pSearchWord=,포항시,포항문화재단 관리자 054-289-7852,경북 포항시 남구 호미곶면 해맞이로 136,129.567927882124,36.076761574449,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1733876693624.jpg,M1_자연계절,0.6794705338758098,1.1811970672759236,0.6794705338758098,0.0634911555372588,0.0474439495952341,0.0766831298843437,0.0361315558927432,0.0257342955573448,0.0710453796572653
영주 소백산철쭉제,"시민과 함께하는 영주 소백산철쭉제가 5월 25일부터 26일 양일간 영주시 서천둔치(영주교) 및 소백산 일원에서 개최된다. 소백산의 생생함을 느낄 수 있는 문보트, 하늘그네 등 철쭉 어드벤쳐 프로그램과, 분홍빛 철쭉의 낭만들 가득 담은 피크닉존, 체험존이 관광객을 반길 예정이다. 소백산 일원에서는 이벤트 프로그램과 스탬프투어가 개최되어 철쭉 개화 시기를 맞이하여 설레는 마음으로 영주를 방문하는 등산객을 맞이한다. 싱그러운 철쭉이 가득 피어나는 5월, 영주 소백산 철쭉제에서 사랑하는 가족과, 연인과, 친구와 문보트, 철쭉 휴 콘서트, 연예인 축하공연 등 설렘 가득 문화예술체험 프로그램을 통해 사랑의 기쁨을 만끽할 수 있다.",무료,2026-05-01,2026-05-01,2.0,경상북도,영주시,풍기읍,01. 매년,1983,290,0,290,0,48061,48061,0,99. 무응답,https://yctf.or.kr/azalea/,https://www.mcst.go.kr/site/s_culture/festival/festivalView.jsp?pSeq=13169&pRo=729&pCurrentPage=146&pOrder=01up&pPeriod=&fromDt=20200101&toDt=&pSido=&pSearchType=01&pSearchWord=,영주시,(재)영주문화관광재단 관리자 054-630-8703,경상북도 영주시 풍기읍 삼가로 509,128.502257343827,36.9263237388638,https://tong.visitkorea.or.kr/cms/resource/10/4010210_image2_1.jpg,M2_역사문화,0.4986385558830208,1.582423709209584,0.1093605890264194,0.4986385558830208,0.0669854364121359,0.0892236109707001,0.0890488391807647,0.061324401195103,0.0854185673318558
영주 무섬외나무다리축제,"영주 무섬외나무다리축제는 내성천 물줄기가 돌아 흐르는 육지 속의 섬마을, 무섬마을에서 세상과 통하는 유일한 통행수단인 외나무다리를 추억하고 전통문화를 체험할 수 있는 영주시 대표 축제이다.",무료,2026-10-01,2026-10-01,2.0,경상북도,영주시,문수면,01. 매년,2005,280,0,280,0,17834,17834,0,99. 무응답,https://yctf.or.kr/museom/,https://www.mcst.go.kr/site/s_culture/festival/festivalView.jsp?pSeq=11715&pRo=349&pCurrentPage=70&pOrder=01up&pPeriod=&fromDt=20200101&toDt=&pSido=&pSearchType=01&pSearchWord=,영주시,(재)영주문화관광재단 관리자 054-630-8709,경북 영주시 문수면 무섬로234번길 31-12,128.621571371272,36.7318548849167,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1693963769627.jpg,M2_역사문화,0.9498837841785058,0.2876074801019548,0.0103681812600211,0.9498837841785058,0.0062836070304109,0.0087396524257829,0.0105452899410678,0.006415885941392,0.007763599222819
경북영주 풍기인삼축제,"인삼은 기력 회복과 면연력 증진에 도움이 되는 한국의 대표적인 보양식품이다. 인삼의 영양분이 가장 많은 시기인 10월 한국에서 손꼽히는 인삼 산지 중 하나인 영주에서 풍기인삼축제가 열린다. 건강을 상징하는 인삼을 테마로 하는 축제답게 건강관련 전시와 체험 위주로 진행된다. 영양만점 풍기인삼으로 만든 인삼요리를 맛볼수 있으며 인삼깎기, 황금인삼을 찾아라! 등 풍기인삼과 관련된 재미있는 체험도 할 수 있다. 또한 지역 인삼 농민들이 정성껏 수확한 수삼과 홍삼, 인삼으로 만든 가공식품도 저렴하게 구입할 수 있다.",무료(일부 체험프로그램 유료),2026-10-01,2026-10-01,9.0,경상북도,영주시,풍기읍,01. 매년,1998,1070,0,1070,0,497419,497419,0,99. 무응답,http://pgginsengfestival.co.kr,https://www.mcst.go.kr/site/s_culture/festival/festivalView.jsp?pSeq=11724&pRo=256&pCurrentPage=52&pOrder=01up&pPeriod=&fromDt=20200101&toDt=&pSido=&pSearchType=01&pSearchWord=,영주시,(재)영주풍기인삼축제조직위원회 관리자 054-635-0020,경상북도 영주시 풍기읍 성내리,128.521518,36.868718,https://tong.visitkorea.or.kr/cms/resource/55/3563955_image2_1.jpg,M5_가족체험,1.0,-1.0000000826903709e-10,6.237766910057868e-307,7.451979690797684e-307,3.6213621773287845e-307,5.252798603926238e-307,1.0,3.602296013761685e-307,3.763960924824842e-307
영주장날 농특산물대축제,"영주 농특산물대축제는 전국 최고의 일조량과 소백산의 청정한 자연이 빚어낸 영주 농특산물을 한자리에서 만날 수 있는 행사이다. 신선한 농산물과 다양한 특산물을 통해 영주의 풍요로운 먹거리와 문화를 소개하는 지역 대표 축제이다. 2025영주장날 농특산물대축제 축제에서는 영주의 제철 농산물과 가공 특산품 전시·판매가 이루어지며, 농특산물을 활용한 시식·체험 프로그램이 마련된다. 특히 시민 참여 프로그램으로는 레그레이션(게임 및 사과럭키백), 타임세일, 덤앤덤깜짝딜, 경품쿠폰 이벤트, 깜짝 경매 이벤트 등이 운영되어 남녀노소 누구나 직접 참여하고 즐길 수 있는 현장이 조성된다.",무료,2026-11-01,2026-11-01,3.0,경상북도,영주시,-,01. 매년,2023,600,0,600,0,74068,74068,0,99. 무응답,https://yctf.or.kr/aspf/,https://www.mcst.go.kr/site/s_culture/festival/festivalView.jsp?pSeq=12859&pRo=230&pCurrentPage=46&pOrder=01up&pPeriod=&fromDt=20200101&toDt=&pSido=&pSearchType=01&pSearchWord=,영주시,관리자 054-630-8707,경북 경주시 현곡면 안현로 358-7,129.225935368731,35.8920304610264,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1761094228835.png,M2_역사문화,1.0,-1.0000000826903709e-10,8.361832688845153e-307,1.0,4.909783341549625e-307,6.922250495650223e-307,8.11941962147375e-307,4.9977868800401765e-307,6.045119930565532e-307
청도반시축제,"2025 청도반시축제가 청도 Fun(반) See(시) 축제이라는 주제로 10월 17일 금요일부터 10월 19일 일요일까지 청도야외공연장 일원에서 2025 청도세계코미디아트페스티벌과 함께 개최된다. 명품 청도반시 판매관과 전시관, 즐거운 반시놀이터와 맛있는 반시푸드존 등을 운영하고, 인간 반시 자판기, 감물 염색 체험, 감따기 체험 등 청도반시를 주제로 한 다채로운 체험 프로그램을 행사장 곳곳에서 운영할 계획이다. 청도반시 밴드 페스티벌, 지역예술인들이 꾸미는 무대, 청도예술제, 잘 살아보세와 김다현과 박서진이 함께하는 신나는 폐막식 축하공연도 함께한다.",무료,2026-10-01,2026-10-01,3.0,경상북도,청도군,화양읍,01. 매년,2007,500,20,480,0,350000,350000,0,99. 무응답,https://www.xn--hq1bz1nqxfv2f5qg4nb.kr/,https://www.mcst.go.kr/site/s_culture/festival/festivalView.jsp?pSeq=11814&pRo=297&pCurrentPage=60&pOrder=01up&pPeriod=&fromDt=20200101&toDt=&pSido=&pSearchType=01&pSearchWord=,청도군,청도반시축제추진위원회 관리자 053-249-4949,경북 청도군 화양읍 청려로 1846,128.718575901596,35.6483919761777,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1758846219392.jpg,M3_먹거리특산물,1.0,-1.0000000826903709e-10,7.088990741339153e-307,7.985514181910697e-307,1.0,5.093974253712899e-307,3.9463457949741836e-307,2.9035370161286096e-307,5.55025267954056e-307
청도세계코미디아트페스티벌,"2024 청도 세계 코미디아트 페스티벌이 ‘행복특별시 코미디 1번지’라는 주제로 10월 11일 금요일부터 10월 13일 일요일까지 청도야외공연장 일원에서 2024 청도 반시축제와 함께 개최된다. 3일 동안 야외공연장과 상설무대에는 해외 초청공연으로 일본 최대 코미디 엔터테인먼트 요시모토 스페셜 무대와 국내 초청공연으로 코믹 마임극 ‘삑삑이’, 세상 신기한 쇼를 다 보여주는 ‘SHOW MIX’, 벌룬 퍼포먼스 ‘매직 유랑단’이 관람객들을 찾아간다. 실내 극장에는 ‘김민형의 Fun한 매직쇼’, ‘김민기·홍윤화의 투깝쇼’가 관람객들에게 웃음과 즐거움을 선사할 예정이다.",무료,2026-10-01,2026-10-01,3.0,경상북도,청도군,화양읍,01. 매년,2015,648,218,430,0,350000,350000,0,99. 무응답,http://www.xn--hq1bx54atmfwzcbqh.kr/main.asp,https://www.mcst.go.kr/site/s_culture/festival/festivalView.jsp?pSeq=11813&pRo=1158&pCurrentPage=232&pOrder=01up&pPeriod=&fromDt=20200101&toDt=&pSido=&pSearchType=01&pSearchWord=,청도군,청도군 관리자 054-370-2211,경북 청도군 화양읍 청려로 1846,128.718575901596,35.6483919761777,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1694996234262.jpg,M3_먹거리특산물,1.0,-1.0000000826903709e-10,7.02723936485396e-307,7.905015921362164e-307,1.0,5.061641602003258e-307,3.942195127372994e-307,2.8903196114383127e-307,5.494319448236061e-307
고령 대가야축제,"*하기 축제장 먹거리 내용은 전년도(2025년) 축제 내용으로, 2026년도 축제 내용은 업데이트 중에 있습니다.*대가야의 독특한 역사와 문화를 배우고 즐길 수 있는, 오랜 역사를 지닌 고령군의 대표 축제이다.2025년, 고령군의 대가야 고도(古都) 지정으로 대가야 역사와 문화를 지닌 고령군의 가치가 한층 높아졌다.또한, 고령 대가야 궁성지 해자에서 대왕(大王)명 토기 출토로 대가야가 강력한 고대왕국이었음이 입증되었고, 지산동고분군이 UNESCO 세계유산으로 지정됨에 따라 대가야의 역사와 문화는 후대까지 보존하고 알려야 할 우리 역사의 중요한 유산이다.2026 고령 대가야축제에서는 ‘다시 시작되는 대가야 : RE-BORN’이라는 주제로 개최되며, 2026 고령 대가야축제를 통해 고도(古都)로 지정된 고령군의 자긍심을 키우는 축제로 도약하고자 한다.",무료(일부 체험 프로그램 유료),2026-03-27,2026-03-29,3.0,경상북도,고령군,대가야읍,01. 매년,2005,1340,40,1300,0,미집계,미집계,미집계,03. 미집계,https://www.festdgy.com/,https://www.mcst.go.kr/site/s_culture/festival/festivalView.jsp?pSeq=13408&pRo=61&pCurrentPage=13&pOrder=01up&pPeriod=&fromDt=20200101&toDt=&pSido=&pSearchType=01&pSearchWord=,고령군청,(재)고령문화관광재단 관리자 054-955-0808,경상북도 고령군 대가야로 1216 대가야역사테마관광지,128.259937737526,35.7212108501346,https://tong.visitkorea.or.kr/cms/resource/17/4057817_image2_1.jpg,M2_역사문화,0.2666860871603725,1.8344625209941088,0.1767790307828154,0.2666860871603725,0.1197029162760924,0.1826037659289213,0.0969173134183635,0.0447180186692399,0.1125928677641947
금당야행,"야경(夜警), 야로(夜路), 야설(夜說), 야식(夜食), 야사(夜史), 야숙(夜宿) 등으로 이루어진 금당야행은 아름다운 금당실마을의 가을밤을 다양한 야간 프로그램을 통해 더욱 품격있게 즐길 수 있는 야행 축제이다.",무료,2026-05-08,2026-05-09,2.0,경상북도,예천군,용문면,01. 매년,2019,60,18,42,0,11765,11765,0,01. 계측,https://www.yctf.kr/,https://www.mcst.go.kr/site/s_culture/festival/festivalView.jsp?pSeq=12837&pRo=1220&pCurrentPage=244&pOrder=01up&pPeriod=&fromDt=20200101&toDt=&pSido=&pSearchType=01&pSearchWord=,"국가유산청, 예천군",예천문화관광재단 관리자 054-650-8244,경북 예천군 용문면 금당실길 52-4,128.411577240872,36.6897384616021,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1727655902651.jpg,M1_자연계절,1.0,-1.0000000826903709e-10,1.0,1.1509790997647184e-306,4.194041694637041e-307,7.75472006507091e-307,3.641957003768704e-307,1.877287910899037e-307,4.1387964930360385e-307
남부면 수국축제,"매년 6월 중순부터 7월 중순까지는 남부면의 해안길에 흐드러지게 피는 수국을 감상할 수 있다. 20년 강산이 두 번 변한다는 긴 시간 동안 땀흘려 가꾸어 온 여름꽃의 여왕 ""수국""의 아름다움과 천혜의 자연환경을 품고 있는 거제 대표 관광지 남부면을 대외적으로 알리기 위해 매년 수국축제를 개최하고 있다.",무료,2026-06-20,2026-06-21,2.0,경상남도,거제시,남부면,01. 매년,2018,30,0,30,0,31319,31319,모름,02. 추정,https://geoje-rang.co.kr/hydrangea,https://www.mcst.go.kr/site/s_culture/festival/festivalView.jsp?pSeq=12499&pRo=654&pCurrentPage=131&pOrder=01up&pPeriod=&fromDt=20200101&toDt=&pSido=&pSearchType=01&pSearchWord=,남부면 발전협의회,남부면 수국축제위원회 관리자 055-639-6532,경남 거제시 남부면 저구리 216-6,128.606073815539,34.7307474801183,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1749688377088.jpg,M2_역사문화,0.276191971307324,1.8444892439012752,0.1508503482225365,0.276191971307324,0.1156621621930626,0.1312552155123323,0.0759474732371833,0.0670504677976724,0.1830423617298888
함안곶감축제,"아라가야의 역사가 깃든 함안곶감을 축제로 소비자여러분들의 가정으로 찾아간다. 함안곶감은 옛부터 맛과 향이 좋아 조선시대 임금님께 올리는 진상품곶감으로 유명하다. 함안수시감은 다른 품종의 감보다 무게는 제일 적지만 홍시가 되었을때 가장 달고 향이 짖은 감이다. 이 감으로 곶감을 만들어 놓으니 맛과 향, 식감이 아주좋아 전국에서 제일 맛있는 함안 수시 곶감이 탄생되었다. 소비자 여러분께서 한번 드셔보시면 타 지역 곶감보다 감칠맛이 입안을 가득채워 확실히 우수 하다는 걸 알게 될 것이다.",무료,2026-01-23,2026-01-25,3.0,경상남도,함안군,가야읍,01. 매년,2012,60,0,60,0,14800,14800,모름,01. 계측,https://korean.visitkorea.or.kr/kfes/detail/fstvlDetail.do?fstvlCntntsId=8148faba-f3c7-4043-aecc-a360156eecbd,https://www.mcst.go.kr/site/s_culture/festival/festivalView.jsp?pSeq=12120&pRo=960&pCurrentPage=192&pOrder=01up&pPeriod=&fromDt=20200101&toDt=&pSido=&pSearchType=01&pSearchWord=,함안곶감축제위원회,관리자 055-580-4554,경상남도 함안군 함안대로 619-4 함안스포츠타운,128.398004828995,35.2804083824487,https://tong.visitkorea.or.kr/cms/resource/72/4001272_image2_1.jpg,M2_역사문화,0.1979457777859794,1.9010243925219168,0.1954654048165848,0.1979457777859794,0.1346227048224028,0.1694407615284833,0.1099563195079314,0.079690180441606,0.1128788510970121
강주해바라기 축제,"강주해바라기 축제는 2013년 1회를 시작으로 올해 13회를 맞는다. 18일 오전 11시 축제 시작을 알리는 개막행사를 시작으로 공연과 농특산물 판매, 먹거리마당 등이 다채롭게 펼쳐진다. 강주마을 일원에서 열리는 강주해바라기 축제는 식재면적 총 4만2,500㎡ 규모 내 해바라기와 백일홍, 이색 박터널이 방문객을 맞이한다. 성공적인 축제 개최를 위해 마을 주민들이 힘을 모아 비료살포, 비닐멀칭 등을 통해 해바라기가 잘 자랄 수 있도록 사전작업을 하였으며, 해바라기를 정성스럽게 파종하고 온 힘을 쏟아 재배관리를 하였다. 당신을 기다립니다와 같은 해바라기의 꽃말과 같이 초여름의 파란 하늘 아래 태양 같이 활짝 핀 수십만 송이의 해바라기가 관람객들을 기다리고 있다.","유료(입장료 : 3,000원)/ 장애인, 미취학 아동, 법수면민, 만70세이상(무료입장)",2026-06-18,2026-07-06,19.0,경상남도,함안군,법수면,01. 매년,2013,181,0,181,0,71100,71100,모름,01. 계측,https://blog.naver.com/arahaman/223888107268,https://www.mcst.go.kr/site/s_culture/festival/festivalView.jsp?pSeq=12498&pRo=639&pCurrentPage=128&pOrder=01up&pPeriod=&fromDt=20200101&toDt=&pSido=&pSearchType=01&pSearchWord=,강주마을,강주해바라기축제위원회 관리자 -,경남 함안군 법수면 강주리,128.331384532737,35.3209650078143,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1749689385370.jpg,M7_과학레저,0.228709790966764,1.862458029861026,0.1582183712405563,0.2109128838790237,0.108088984481998,0.1476560043905693,0.080050557869798,0.0663634071712904,0.228709790966764
아라가야문화제,"함안 아라가야문화제는 보다 다양한 역사 문화 콘텐츠를 발굴해 찬란한 아라가야의 역사와 문화를 재조명하고 풍성한 축제를 진행하며 다양한 주제공연, 축하 퍼포먼스 등 축제의 장을 펼친다. 아라가야를 직접 체험해 볼 수 있는 역사체험 코스와, 기마무사체험과 행렬 체험이 준비되어있고 말이산 고분군에서의 다양한 체험 프로그램과 마라톤대회, 그리고 불꽃, 아라가야를 깨우다라는 주제공연이 준비되어있다.",무료,2026-09-18,2026-09-20,3.0,경상남도,함안군,가야읍,01. 매년,1988,550,0,550,0,43806,43806,모름,02. 추정,http://www.araje.or.kr/,https://www.mcst.go.kr/site/s_culture/festival/festivalView.jsp?pSeq=12845&pRo=373&pCurrentPage=75&pOrder=01up&pPeriod=&fromDt=20200101&toDt=&pSido=&pSearchType=01&pSearchWord=,아라가야문화제위원회,관리자 055-585-9400,경남 함안군 가야읍 말산리 325-1,128.406517507666,35.2704698595357,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1756944804999.jpg,M2_역사문화,0.2735365563300362,1.8278271740902592,0.1779302864935367,0.2735365563300362,0.1175410084711285,0.1810713958653342,0.0961050527063998,0.0438510240496333,0.1099646760839312
"하동을 먹다, 하동별맛축제",지역을 대표할 수 있는 음식을 재발굴 하고 세상에 하나밖에 없는 하동의 맛으로 미식가들의 입맛을 사로잡기 위한 먹거리 축제 개최한다.,입장료 무료,2026-10-01,2026-10-01,0.0,경상남도,하동군,하동읍,01. 매년,2024,280,0,280,0,45000,45000,모름,02. 추정,https://www.hadong.go.kr/02641/02652/04970.web,https://www.mcst.go.kr/site/s_culture/festival/festivalView.jsp?pSeq=12699&pRo=1198&pCurrentPage=240&pOrder=01up&pPeriod=&fromDt=20200101&toDt=&pSido=&pSearchType=01&pSearchWord=,한국생활개선 하동군연합회,관리자 055-880-6582,경남 하동군 하동읍 섬진강대로 2107-3,127.745053890771,35.0623867626605,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1725323765538.png,M2_역사문화,0.2436768337105934,1.8798159486583652,0.1692625522289384,0.2436768337105934,0.1167120936055834,0.1306650942923812,0.0886043282274447,0.0795061419619196,0.171572955973139
산청황매산철쭉제,"전국 최고의 철쭉 군락지인 산청 황매산의 아름다운 능선을 따라 매년, 철쭉이 만개하는 시기에 열리는 산청의 대표적인 봄꽃 축제로 올해는 산청, 봄이 피어나는 찰나라는 주제로 개최된다. 웅장한 기암절벽이 천혜의 비경을 자아내 작은 금강산이라고도 불리는 산청 황매산은 전국 각지에서 찾은 많은 관광객들이 마지막 봄꽃 여행을 즐겨볼 수 있는 명소로 자리잡았다. 산청황매산철쭉제는 단순한 꽃 구경을 넘어 황매산에서 보내는 느리게 가는 러브레터, 황매산어린이스탬프투어와 함께 다양한 체험프로그램과 지역 특산물 장터 등을 함께 즐길 수 있도록 구성되어 있다. 바쁜 일상 속에서 자연과 사람이 어우러지는 힐링의 시간을 경험할 수 있다.",무료,2026-05-01,2026-05-11,11.0,경상남도,산청군,차황면,01. 매년,1982,232,0,232,0,43554,43554,모름,01. 계측,http://hwangmaefestival.com/,https://www.mcst.go.kr/site/s_culture/festival/festivalView.jsp?pSeq=13151&pRo=1895&pCurrentPage=379&pOrder=01up&pPeriod=&fromDt=20200101&toDt=&pSido=&pSearchType=01&pSearchWord=,산청군,산청황매산철쭉제위원회 관리자 055-970-7202,경남 합천군 가회면 둔내리 산 219,127.974661471297,35.4942916539699,https://www.mcst.go.kr/attachFiles/cultureInfoCourt/localFestival/notifyFestival/1776298117504.jpg,M5_가족체험,0.2477777759171857,1.8680228059399544,0.1553798776491526,0.2004271387001191,0.0881878021149344,0.1277871882607898,0.2477777759171857,0.0856497454646937,0.0947904718931244
산청한방약초축제,"제25회를 맞이한 대한민국 대표 약초축제이다. 지리산 청정지역의 약초자원과 소설 동의보감을 기반으로, 2001년 전국최초의 한의약 테마관광지 조성 등 역사와 문화, 자연 조건을 최대한 활용하여 축제를 통해 산청한방약초의 우수성을 홍보하고 현대인들의 최대 관심사인 웰니스, 항노화 관련 산업을 연계한 산업형 축제이다. 산청의 우수한 약초의 효능을 직접 체험해 보는 산청한약방체험, 내몸의 보약체험, 웰니스헬스투어 등이 준비되어 있다.",무료(일부 유료),2026-10-02,2026-10-11,10.0,경상남도,산청군,금서면,01. 매년,2001,2040,0,2040,0,미집계,미집계,미집계,03. 미집계,http://scherb.or.kr/,https://www.mcst.go.kr/site/s_culture/festival/festivalView.jsp?pSeq=11698&pRo=333&pCurrentPage=67&pOrder=01up&pPeriod=&fromDt=20200101&toDt=&pSido=&pSearchType=01&pSearchWord=,산청축제관광재단,산청축제관광재단 관리자 055-970-6670,경상남도 산청군 금서면 동의보감로555번길 45-6,127.829359439356,35.441065969865,https://tong.visitkorea.or.kr/cms/resource/88/3523088_image2_1.JPG,M5_가족체험,0.3613591333916408,1.7683277771743071,0.1319809897207787,0.1649498242142306,0.0764651509116441,0.1101615346669041,0.3613591333916408,0.0741773192528247,0.0809060478419769
